City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,cedar city,37.6775,-113.0619,11.37,85,40,6.91,US,2023-02-06 10:54:49
299,cayenne,4.9333,-52.3333,75.24,100,75,0.0,GF,2023-02-06 10:54:50
300,khovu-aksy,51.1333,93.6,-0.74,99,80,2.08,RU,2023-02-06 10:54:50
301,rio brilhante,-21.8019,-54.5464,73.38,77,8,2.08,BR,2023-02-06 10:54:50
302,qaqortoq,60.7167,-46.0333,-4.59,84,97,10.25,GL,2023-02-06 10:54:51
303,connersville,39.6412,-85.1411,31.68,88,6,5.01,US,2023-02-06 10:54:51
304,anadyr,64.75,177.4833,-22.52,67,0,13.42,RU,2023-02-06 10:54:51
305,skjervoy,70.0311,20.9714,39.2,85,100,22.28,NO,2023-02-06 10:54:52
306,port-cartier,50.0334,-66.8654,4.68,85,100,5.79,CA,2023-02-06 10:54:52
307,bambanglipuro,-7.95,110.2833,77.5,87,99,8.99,ID,2023-02-06 10:54:53
308,san jose,37.3394,-121.895,46.76,86,0,3.44,US,2023-02-06 10:53:57
309,hami,42.8,93.45,35.29,37,11,7.74,CN,2023-02-06 10:54:53
310,castleblayney,54.1167,-6.7333,43.81,89,100,11.23,IE,2023-02-06 10:54:53
311,zhigansk,66.7697,123.3711,-51.74,100,74,3.74,RU,2023-02-06 10:54:54
312,carnarvon,-24.8667,113.6333,78.75,71,0,21.77,AU,2023-02-06 10:54:54
313,rennes,48.1667,-1.6667,43.57,81,0,11.5,FR,2023-02-06 10:54:55
314,lagunas,-5.2269,-75.6753,72.3,85,99,2.13,PE,2023-02-06 10:54:55
315,shieli,44.1667,66.75,36.99,64,99,3.8,KZ,2023-02-06 10:54:55
316,priiskovyy,51.9333,116.6333,-9.31,96,8,5.7,RU,2023-02-06 10:54:56
317,mahebourg,-20.4081,57.7,85.24,74,75,8.05,MU,2023-02-06 10:54:56
318,garissa,-0.4536,39.6401,94.35,26,44,7.94,KE,2023-02-06 10:54:56
319,truckee,39.328,-120.1833,27.36,93,100,0.0,US,2023-02-06 10:54:57
320,batemans bay,-35.7167,150.1833,72.1,92,46,7.45,AU,2023-02-06 10:54:57
321,zhaoyuan,37.3592,120.3964,37.94,76,36,6.55,CN,2023-02-06 10:54:58
322,bowen,-20.0167,148.2333,81.82,80,24,13.65,AU,2023-02-06 10:54:58
323,keningau,5.3378,116.1602,73.56,96,29,0.94,MY,2023-02-06 10:54:58
324,rudnogorsk,57.2639,103.7519,12.25,93,100,8.32,RU,2023-02-06 10:54:59
325,gubbio,43.3545,12.5725,39.25,59,47,11.99,IT,2023-02-06 10:54:59
326,zeya,53.75,127.2667,-11.07,99,100,3.36,RU,2023-02-06 10:54:59
327,itarema,-2.9248,-39.9167,79.72,81,33,8.72,BR,2023-02-06 10:55:00
328,njombe,-9.3333,34.7667,67.93,74,85,2.13,TZ,2023-02-06 10:55:00
329,kedougou,12.5579,-12.1743,82.98,23,100,4.61,SN,2023-02-06 10:55:01
330,urucara,-2.5364,-57.76,73.22,97,100,2.3,BR,2023-02-06 10:55:01
331,barsovo,61.1667,73.1667,5.13,95,100,2.01,RU,2023-02-06 10:55:01
332,lasa,46.6166,10.7002,40.08,58,41,4.09,IT,2023-02-06 10:55:02
333,quatre cocos,-20.2078,57.7625,85.08,73,49,12.17,MU,2023-02-06 10:55:02
334,pundaguitan,6.3711,126.1689,81.27,77,100,14.88,PH,2023-02-06 10:55:03
335,biak,-0.9131,122.8766,78.12,77,100,4.9,ID,2023-02-06 10:55:03
336,faanui,-16.4833,-151.75,80.53,76,7,14.61,PF,2023-02-06 10:52:06
337,la ronge,55.1001,-105.2842,30.45,80,100,4.61,CA,2023-02-06 10:55:04
338,chardara,41.2547,67.9692,42.66,51,100,7.05,KZ,2023-02-06 10:55:04
339,liverpool,53.4106,-2.9779,40.28,86,0,4.61,GB,2023-02-06 10:50:36
340,caravelas,-17.7125,-39.2481,81.64,69,1,10.09,BR,2023-02-06 10:55:05
341,havre-saint-pierre,50.2334,-63.5986,5.0,78,100,12.66,CA,2023-02-06 10:55:05
342,skegness,53.1436,0.3363,41.05,72,42,10.83,GB,2023-02-06 10:55:06
343,taksimo,56.3444,114.8794,3.6,91,100,3.91,RU,2023-02-06 10:55:06
344,mitsamiouli,-11.3847,43.2844,80.74,79,100,13.31,KM,2023-02-06 10:55:07
345,aswan,24.0934,32.907,69.1,30,0,8.05,EG,2023-02-06 10:55:07
346,san rafael,-34.6177,-68.3301,76.68,33,0,10.13,AR,2023-02-06 10:55:08
347,pontes e lacerda,-15.2261,-59.3353,70.21,99,100,2.82,BR,2023-02-06 10:55:08
348,jalu,29.0331,21.5482,56.64,41,71,18.75,LY,2023-02-06 10:55:09
349,solnechnyy,50.7214,136.6319,-10.77,97,74,4.14,RU,2023-02-06 10:55:09
350,alta floresta,-9.8756,-56.0861,71.78,97,100,2.17,BR,2023-02-06 10:55:09
351,palu,-0.8917,119.8707,77.04,92,100,1.52,ID,2023-02-06 10:55:10
352,sistranda,63.7256,8.834,42.76,74,100,20.45,NO,2023-02-06 10:55:10
353,ugep,5.8086,8.0812,96.75,35,85,2.95,NG,2023-02-06 10:55:11
354,lavrentiya,65.5833,-171.0,-13.41,93,93,5.41,RU,2023-02-06 10:55:11
355,kostomuksha,64.571,30.5767,22.96,92,38,5.35,RU,2023-02-06 10:55:11
356,richards bay,-28.783,32.0377,83.52,61,11,10.38,ZA,2023-02-06 10:55:12
357,lugovskoy,56.9585,64.529,20.77,91,100,1.9,RU,2023-02-06 10:55:12
358,mandera,3.9366,41.867,96.3,18,14,14.34,KE,2023-02-06 10:55:12
359,yanam,16.7333,82.2167,81.81,51,64,7.36,IN,2023-02-06 10:55:13
360,calvinia,-31.4707,19.776,89.46,20,63,16.33,ZA,2023-02-06 10:55:13
361,iskateley,67.6803,53.1512,-0.18,96,38,7.99,RU,2023-02-06 10:55:14
362,meghri,38.9029,46.2446,51.22,53,68,10.16,AM,2023-02-06 10:55:14
363,thiruvananthapuram,8.4833,76.9167,85.98,70,40,0.0,IN,2023-02-06 10:55:14
364,buraydah,26.326,43.975,75.65,15,89,15.95,SA,2023-02-06 10:55:15
365,champerico,14.3,-91.9167,73.53,78,6,3.22,GT,2023-02-06 10:55:15
366,pavilosta,56.8879,21.1859,37.31,80,14,9.53,LV,2023-02-06 10:55:15
367,molochnoye,59.2917,39.6787,17.08,92,89,4.79,RU,2023-02-06 10:55:16
368,marzuq,14.4,46.4667,84.6,17,41,11.63,YE,2023-02-06 10:55:16
369,hualmay,-11.0964,-77.6139,71.67,85,96,3.18,PE,2023-02-06 10:55:17
370,carauari,-4.8828,-66.8958,71.91,99,100,1.3,BR,2023-02-06 10:55:17
371,pangody,65.85,74.4859,-15.88,100,99,0.83,RU,2023-02-06 10:55:17
372,ahipara,-35.1667,173.1667,64.4,93,5,6.53,NZ,2023-02-06 10:55:18
373,cabo san lucas,22.8909,-109.9124,67.51,52,50,9.64,MX,2023-02-06 10:55:18
374,voi,-3.3945,38.563,89.2,35,80,10.85,KE,2023-02-06 10:55:19
375,taitung,22.7583,121.1444,70.07,100,75,2.3,TW,2023-02-06 10:55:19
376,lazarev,52.225,141.5131,-6.68,100,80,3.42,RU,2023-02-06 10:55:20
377,boralday,43.3578,76.8594,31.86,93,100,4.47,KZ,2023-02-06 10:55:20
378,saldanha,-33.0117,17.9442,84.25,68,14,10.04,ZA,2023-02-06 10:55:20
379,amberley,39.2048,-84.428,33.04,86,0,4.61,US,2023-02-06 10:55:21
380,wewak,-3.5534,143.6268,79.54,84,100,12.17,PG,2023-02-06 10:55:21
381,kenai,60.5544,-151.2583,30.15,71,100,21.85,US,2023-02-06 10:52:40
382,eregli,37.5133,34.0467,32.81,87,100,16.37,TR,2023-02-06 10:55:22
383,norman wells,65.282,-126.8329,-9.36,70,100,6.91,CA,2023-02-06 10:55:22
384,vadso,70.0744,29.7487,28.56,74,0,6.91,NO,2023-02-06 10:55:22
385,oranjestad,12.524,-70.027,78.91,80,40,14.97,AW,2023-02-06 10:52:31
386,ewa beach,21.3156,-158.0072,76.98,73,0,17.27,US,2023-02-06 10:52:32
387,nador,35.174,-2.9287,59.25,63,20,5.75,MA,2023-02-06 10:55:23
388,kisangani,0.5167,25.2,100.62,25,77,2.06,CD,2023-02-06 10:55:24
389,betioky,-23.7167,44.3833,88.32,42,65,12.88,MG,2023-02-06 10:55:24
390,griffith,41.5284,-87.4237,28.89,97,0,0.0,US,2023-02-06 10:55:24
391,sanming,26.2486,117.6186,62.4,97,90,1.3,CN,2023-02-06 10:55:25
392,colesberg,-30.72,25.0972,87.08,24,39,7.99,ZA,2023-02-06 10:55:25
393,tres arroyos,-38.3739,-60.2798,67.91,77,14,14.2,AR,2023-02-06 10:55:26
394,talara,-4.5772,-81.2719,74.7,78,75,6.69,PE,2023-02-06 10:55:26
395,coihaique,-45.5752,-72.0662,53.55,54,0,9.22,CL,2023-02-06 10:55:26
396,antofagasta,-23.65,-70.4,67.28,87,20,3.89,CL,2023-02-06 10:55:27
397,namibe,-15.1961,12.1522,76.69,67,79,9.01,AO,2023-02-06 10:54:27
398,sur,22.5667,59.5289,76.3,54,15,9.19,OM,2023-02-06 10:55:27
399,atar,20.5169,-13.0499,69.6,21,39,11.03,MR,2023-02-06 10:55:28
400,peace river,56.2501,-117.286,23.31,79,20,6.91,CA,2023-02-06 10:55:28
401,lagoa,39.05,-27.9833,57.29,82,100,30.71,PT,2023-02-06 10:55:28
402,fairbanks,64.8378,-147.7164,8.6,82,40,5.75,US,2023-02-06 10:55:29
403,yangambi,0.8102,24.4336,98.19,26,69,3.6,CD,2023-02-06 10:55:29
404,mlawa,53.1128,20.3841,29.71,74,93,7.54,PL,2023-02-06 10:55:29
405,kuusamo,65.9667,29.1833,14.04,85,0,6.91,FI,2023-02-06 10:55:30
406,lokosovo,61.1333,74.8167,6.89,96,100,1.21,RU,2023-02-06 10:55:30
407,sabang,5.8933,95.3214,82.0,72,53,13.87,ID,2023-02-06 10:55:31
408,maiduguri,11.8464,13.1603,92.52,12,99,16.89,NG,2023-02-06 10:55:31
409,asau,46.4333,26.4,27.52,81,100,11.39,RO,2023-02-06 10:55:31
410,torbay,47.6666,-52.7314,39.38,95,100,24.16,CA,2023-02-06 10:55:32
411,kloulklubed,7.0419,134.2556,75.7,78,86,21.63,PW,2023-02-06 10:55:32
412,ostrovnoy,68.0531,39.5131,19.38,92,100,20.4,RU,2023-02-06 10:55:33
413,la orilla,17.9833,-102.2333,68.99,85,1,3.8,MX,2023-02-06 10:55:33
414,jumla,29.2747,82.1838,50.61,36,0,6.89,NP,2023-02-06 10:55:33
415,abonnema,4.7084,6.7931,89.89,54,86,3.98,NG,2023-02-06 10:55:34
416,finnsnes,69.2296,17.9811,39.81,98,100,10.92,NO,2023-02-06 10:55:34
417,belgrade,44.804,20.4651,30.42,69,40,9.22,RS,2023-02-06 10:55:34
418,radnevo,42.3,25.9333,36.07,46,100,19.33,BG,2023-02-06 10:55:35
419,mayya,61.7333,130.2811,-44.28,100,100,2.55,RU,2023-02-06 10:55:35
420,kinshasa,-4.3246,15.3215,84.58,61,20,9.22,CD,2023-02-06 10:55:12
421,durban,-29.8579,31.0292,84.02,70,1,5.01,ZA,2023-02-06 10:51:37
422,shingu,33.7333,135.9833,47.21,63,100,4.7,JP,2023-02-06 10:55:36
423,kruisfontein,-34.0033,24.7314,80.8,61,92,10.92,ZA,2023-02-06 10:55:36
424,timmins,48.4669,-81.3331,-14.98,76,0,0.0,CA,2023-02-06 10:51:49
425,kotka,60.4664,26.9458,29.46,84,20,9.75,FI,2023-02-06 10:55:37
426,harlingen,26.1906,-97.6961,63.93,97,0,9.69,US,2023-02-06 10:52:16
427,kharp,66.8014,65.8081,2.77,90,63,6.8,RU,2023-02-06 10:55:37
428,charters towers,-20.1,146.2667,78.13,85,71,9.37,AU,2023-02-06 10:55:38
429,ormstown,45.1334,-73.9992,25.0,99,100,3.18,CA,2023-02-06 10:55:38
430,sao geraldo do araguaia,-6.4006,-48.555,74.86,93,52,0.98,BR,2023-02-06 10:53:17
431,dormidontovka,47.7702,134.9076,-10.48,99,7,4.92,RU,2023-02-06 10:55:39
432,decatur,39.8403,-88.9548,30.06,100,0,6.91,US,2023-02-06 10:52:39
433,maceio,-9.6658,-35.7353,80.04,89,40,6.91,BR,2023-02-06 10:55:39
434,pisco,-13.7,-76.2167,71.65,94,100,3.44,PE,2023-02-06 10:55:39
435,anton lizardo,19.05,-95.9833,70.21,88,100,3.8,MX,2023-02-06 10:55:40
436,pitimbu,-7.4706,-34.8086,77.59,77,67,8.86,BR,2023-02-06 10:55:40
437,pinheiro machado,-31.5783,-53.3811,69.06,86,0,3.78,BR,2023-02-06 10:55:41
438,seduva,55.7667,23.7667,32.43,80,72,9.46,LT,2023-02-06 10:55:41
439,tashtyp,52.7939,89.8983,-0.56,100,85,1.92,RU,2023-02-06 10:55:41
440,katobu,-4.9408,122.5276,78.39,81,99,0.4,ID,2023-02-06 10:55:42
441,loukhi,66.0764,33.0381,14.95,96,49,1.48,RU,2023-02-06 10:55:42
442,botro,7.8525,-5.3106,83.68,43,95,4.43,CI,2023-02-06 10:55:42
443,eirunepe,-6.6603,-69.8736,70.34,99,100,1.14,BR,2023-02-06 10:55:43
444,shorewood,41.52,-88.2017,26.71,94,0,0.0,US,2023-02-06 10:55:43
445,sosua,19.7667,-70.5167,67.98,90,12,6.44,DO,2023-02-06 10:55:43
446,tayu,-6.5397,111.0518,79.27,83,82,10.2,ID,2023-02-06 10:55:44
447,saint-pierre,-21.3393,55.4781,85.68,70,95,27.63,RE,2023-02-06 10:55:44
448,miri,4.4148,114.0089,82.54,78,40,6.91,MY,2023-02-06 10:54:24
449,zabol,32.25,67.25,46.22,41,4,18.86,AF,2023-02-06 10:55:45
450,vanavara,60.34,102.2797,9.03,96,99,5.64,RU,2023-02-06 10:55:45
451,soligalich,59.0778,42.2864,19.06,93,99,1.39,RU,2023-02-06 10:55:45
452,tingo maria,-9.2895,-76.0088,67.1,99,85,1.1,PE,2023-02-06 10:55:46
453,naze,28.3667,129.4833,63.52,88,100,19.55,JP,2023-02-06 10:55:46
454,bilibino,68.0546,166.4372,-28.82,98,100,1.52,RU,2023-02-06 10:55:47
455,feuchtwangen,49.1667,10.3333,34.21,70,84,5.97,DE,2023-02-06 10:55:47
456,tahe,52.3333,124.7333,-10.44,99,56,1.21,CN,2023-02-06 10:55:47
457,san juan,-31.5375,-68.5364,79.12,38,6,3.96,AR,2023-02-06 10:52:26
458,alice town,25.7167,-79.3,74.17,75,41,9.95,BS,2023-02-06 10:55:48
459,bilma,18.6853,12.9164,76.33,10,12,15.12,NE,2023-02-06 10:55:48
460,chernenko,44.365,39.3103,36.97,64,100,14.7,RU,2023-02-06 10:55:49
461,kisarawe,-6.9,39.0667,85.8,58,75,5.75,TZ,2023-02-06 10:55:49
462,rorvik,64.8621,11.2373,42.91,81,100,23.02,NO,2023-02-06 10:55:50
463,rocha,-34.4833,-54.3333,71.04,60,27,4.03,UY,2023-02-06 10:55:50
464,grand gaube,-20.0064,57.6608,85.37,69,66,10.0,MU,2023-02-06 10:55:50
465,porto murtinho,-21.6989,-57.8825,75.85,75,74,4.38,BR,2023-02-06 10:55:51
466,grandview,38.8858,-94.533,45.0,63,0,11.5,US,2023-02-06 10:52:07
467,diffa,13.3154,12.6113,87.31,11,95,16.33,NE,2023-02-06 10:55:51
468,praia,14.9215,-23.5087,70.34,64,20,24.16,CV,2023-02-06 10:55:52
469,huaicheng,23.9051,112.1931,64.87,93,97,1.19,CN,2023-02-06 10:55:52
470,namatanai,-3.6667,152.4333,79.86,82,100,5.44,PG,2023-02-06 10:55:52
471,henties bay,-22.116,14.2845,68.38,75,100,9.73,NA,2023-02-06 10:55:53
472,salalah,17.0151,54.0924,80.69,57,0,9.22,OM,2023-02-06 10:55:53
473,manadhoo,5.7667,73.3833,81.03,72,96,3.51,MV,2023-02-06 10:55:54
474,ust-tsilma,65.441,52.1498,4.75,98,98,2.75,RU,2023-02-06 10:55:54
475,pinawa,50.1489,-95.8811,19.18,91,73,10.36,CA,2023-02-06 10:55:54
476,tilichiki,60.4667,166.1,-23.71,95,12,8.32,RU,2023-02-06 10:55:55
477,vanimo,-2.6741,141.3028,78.55,85,100,4.81,PG,2023-02-06 10:55:55
478,kedrovyy,56.1667,91.8167,1.87,98,37,2.57,RU,2023-02-06 10:55:55
479,zonguldak,41.25,31.8333,36.45,95,100,10.71,TR,2023-02-06 10:55:56
480,mont-dore,-22.2833,166.5833,78.78,87,65,9.06,NC,2023-02-06 10:55:56
481,dzaoudzi,-12.7887,45.2699,76.89,94,75,9.22,YT,2023-02-06 10:51:35
482,santa vitoria do palmar,-33.5189,-53.3681,69.78,74,12,3.51,BR,2023-02-06 10:52:11
483,moosomin,50.1333,-101.6677,26.19,91,100,9.4,CA,2023-02-06 10:55:57
484,outlook,51.5001,-107.0513,32.23,83,85,14.25,CA,2023-02-06 10:55:57
485,marsa matruh,31.3525,27.2453,55.6,76,100,17.27,EG,2023-02-06 10:54:23
486,chacabuco,-34.6417,-60.4739,68.83,38,62,5.61,AR,2023-02-06 10:55:58
487,orotukan,62.2667,151.7,-32.01,100,99,2.95,RU,2023-02-06 10:55:58
488,almere,52.3703,5.2141,48.06,91,11,4.0,NL,2023-02-06 10:55:02
489,hasaki,35.7333,140.8333,47.21,60,100,6.69,JP,2023-02-06 10:55:59
490,north myrtle beach,33.816,-78.68,47.01,98,20,5.75,US,2023-02-06 10:55:59
491,raudeberg,61.9875,5.1352,45.95,74,100,22.01,NO,2023-02-06 10:55:59
492,huaihua,27.5494,109.9592,48.13,82,99,2.19,CN,2023-02-06 10:56:00
493,thinadhoo,0.5333,72.9333,81.37,72,100,8.3,MV,2023-02-06 10:56:00
494,namanga,-2.5433,36.7905,89.8,21,18,4.32,KE,2023-02-06 10:56:00
495,barbosa ferraz,-24.03,-52.0117,69.78,80,34,2.21,BR,2023-02-06 10:56:01
496,college,64.8569,-147.8028,8.58,81,75,5.75,US,2023-02-06 10:56:01
497,carutapera,-1.195,-46.02,76.89,93,100,5.44,BR,2023-02-06 10:56:02
498,lata,40.1629,-8.3327,58.08,45,8,4.52,PT,2023-02-06 10:56:02
499,north bend,43.4065,-124.2243,41.16,100,100,6.91,US,2023-02-06 10:56:02
500,manggar,-2.8833,108.2667,80.65,82,100,5.12,ID,2023-02-06 10:56:03
501,rognan,67.0953,15.3878,44.74,96,100,6.93,NO,2023-02-06 10:56:03
502,balakhninskiy,58.0106,114.2769,-3.05,98,100,3.49,RU,2023-02-06 10:56:04
503,rapid valley,44.0625,-103.1463,42.42,63,0,8.99,US,2023-02-06 10:56:04
504,owando,-0.4819,15.8999,96.24,32,38,3.36,CG,2023-02-06 10:56:04
505,cozumel,20.5083,-86.9458,73.94,88,4,9.82,MX,2023-02-06 10:52:03
506,nanfeng,23.7434,111.7959,64.69,93,100,1.9,CN,2023-02-06 10:56:05
507,sorrento,40.626,14.3744,44.26,66,0,11.5,IT,2023-02-06 10:56:05
508,ponta do sol,32.6667,-17.1,64.13,47,4,6.93,PT,2023-02-06 10:56:06
509,novikovo,51.1537,37.8879,25.45,82,100,10.49,RU,2023-02-06 10:56:06
510,abu kamal,34.4506,40.9171,65.43,27,41,16.75,SY,2023-02-06 10:56:07
511,esso,55.9333,158.7,5.77,99,100,2.3,RU,2023-02-06 10:56:07
512,ayan,56.45,138.1667,-11.16,81,38,8.25,RU,2023-02-06 10:56:08
513,muncar,-8.4333,114.3333,77.74,87,95,9.15,ID,2023-02-06 10:56:08
514,huarmey,-10.0681,-78.1522,71.47,85,91,3.94,PE,2023-02-06 10:56:08
515,daru,-9.0763,143.2092,78.73,86,100,3.42,PG,2023-02-06 10:56:09
516,gangapur,26.4833,76.7167,81.21,23,0,9.53,IN,2023-02-06 10:56:09
517,kanniyakumari,8.0833,77.5667,83.64,59,61,12.48,IN,2023-02-06 10:56:09
518,sijunjung,-0.6876,100.9537,75.6,72,98,2.66,ID,2023-02-06 10:56:10
519,kongoussi,13.3258,-1.5347,93.25,9,44,16.67,BF,2023-02-06 10:56:10
520,igarka,67.4667,86.5833,-10.08,100,97,2.86,RU,2023-02-06 10:56:11
521,sao jose da coroa grande,-8.8978,-35.1478,79.48,78,68,8.3,BR,2023-02-06 10:56:11
522,mildura,-34.2,142.15,74.07,45,1,10.87,AU,2023-02-06 10:56:11
523,nouadhibou,20.931,-17.0347,62.58,48,0,16.11,MR,2023-02-06 10:55:48
524,prince george,53.9166,-122.753,36.25,77,100,13.8,CA,2023-02-06 10:53:57
525,eagle pass,28.7091,-100.4995,53.28,85,1,8.7,US,2023-02-06 10:56:12
526,buluang,13.3068,123.3425,75.69,91,39,3.27,PH,2023-02-06 10:56:12
527,ankazobe,-18.3167,47.1167,73.65,71,100,8.59,MG,2023-02-06 10:56:13
528,dongli,23.5656,116.8194,66.18,88,20,2.24,CN,2023-02-06 10:56:13
529,la tuque,47.4334,-72.7824,7.05,85,93,3.44,CA,2023-02-06 10:56:14
530,dombarovskiy,50.7587,59.5386,6.04,95,61,4.97,RU,2023-02-06 10:56:14
531,nuristan,35.3,70.8333,20.12,82,68,5.48,AF,2023-02-06 10:56:15
532,karabulak,43.3036,44.8964,27.59,87,100,10.29,RU,2023-02-06 10:56:16
533,temerloh,3.4483,102.4176,73.98,99,100,2.48,MY,2023-02-06 10:56:16
534,port hedland,-20.3167,118.5667,89.65,62,0,14.97,AU,2023-02-06 10:56:17
535,baykit,61.67,96.37,-3.46,100,85,3.29,RU,2023-02-06 10:56:17
536,bubaque,11.2833,-15.8333,75.15,42,98,15.66,GW,2023-02-06 10:56:17
537,puerto carreno,6.189,-67.4859,74.59,65,97,8.28,CO,2023-02-06 10:56:18
538,siderno,38.2779,16.302,42.33,32,0,4.43,IT,2023-02-06 10:56:18
539,myingyan,21.4667,95.3833,84.33,23,2,3.65,MM,2023-02-06 10:56:18
540,chimbote,-9.0853,-78.5783,70.32,85,86,4.21,PE,2023-02-06 10:56:19
541,uspenka,48.3903,39.1619,27.68,70,100,12.53,UA,2023-02-06 10:56:19
542,vakhrushev,48.9833,142.9667,-3.32,97,62,4.88,RU,2023-02-06 10:56:20
543,velika gorica,45.7125,16.0756,33.19,54,0,3.44,HR,2023-02-06 10:56:20
544,platteville,42.7342,-90.4785,23.23,86,0,8.05,US,2023-02-06 10:56:20
545,les escoumins,48.1111,-69.0236,13.35,96,100,5.44,CA,2023-02-06 10:56:21
546,camopi,3.1655,-52.3158,71.83,99,100,1.57,GF,2023-02-06 10:56:21
547,ketchikan,55.3422,-131.6461,45.07,93,100,21.85,US,2023-02-06 10:56:22
548,pochutla,15.7432,-96.4661,70.23,55,0,2.37,MX,2023-02-06 10:56:22
549,madaoua,14.073,5.96,88.84,11,100,16.49,NE,2023-02-06 10:56:22
550,bira,49.0,132.4667,-7.87,98,24,3.38,RU,2023-02-06 10:56:23
551,gimli,50.6336,-96.9907,21.22,93,90,17.27,CA,2023-02-06 10:55:17
552,burns lake,54.2331,-125.7533,29.62,97,92,4.76,CA,2023-02-06 10:56:23
553,belogorsk,50.9158,128.4611,-12.71,100,84,4.72,RU,2023-02-06 10:56:24
554,port lincoln,-34.7333,135.8667,65.71,75,0,14.18,AU,2023-02-06 10:56:24
555,alihe,50.5667,123.7167,-5.71,94,13,3.74,CN,2023-02-06 10:56:25
